t,euler,verlet,rk4
41.250,1.477629e-01,5.418808e-08,1.773401e-13
41.300,1.480044e-01,1.045449e-07,1.754425e-13
41.350,1.482443e-01,1.716430e-07,1.695771e-13
41.400,1.484747e-01,2.536209e-07,1.547413e-13
41.450,1.486892e-01,3.454232e-07,1.292098e-13
41.500,1.488828e-01,4.378765e-07,9.643298e-14
41.550,1.490527e-01,5.181170e-07,6.262106e-14
41.600,1.491980e-01,5.721233e-07,3.588204e-14
41.650,1.493195e-01,5.890011e-07,2.708404e-14
41.700,1.494194e-01,5.651091e-07,3.950474e-14
41.750,1.495005e-01,5.055687e-07,6.934894e-14
41.800,1.495661e-01,4.221588e-07,1.040234e-13
41.850,1.496198e-01,3.289744e-07,1.362827e-13
41.900,1.496652e-01,2.383519e-07,1.604341e-13
41.950,1.497060e-01,1.587227e-07,1.740624e-13
42.000,1.497458e-01,9.449316e-08,1.806178e-13
42.050,1.497881e-01,4.710298e-08,1.814803e-13
42.100,1.498363e-01,1.636867e-08,1.813078e-13
42.150,1.498941e-01,1.592676e-09,1.801002e-13
42.200,1.499647e-01,2.275074e-09,1.799277e-13
42.250,1.500514e-01,1.844144e-08,1.816528e-13
42.300,1.501569e-01,5.062801e-08,1.819978e-13
42.350,1.502836e-01,9.952169e-08,1.823429e-13
42.400,1.504326e-01,1.652123e-07,1.747524e-13
42.450,1.506040e-01,2.460519e-07,1.614692e-13
42.500,1.507962e-01,3.373093e-07,1.371453e-13
42.550,1.510058e-01,4.301758e-07,1.047134e-13
42.600,1.512277e-01,5.120383e-07,7.021149e-14
42.650,1.514555e-01,5.688212e-07,4.364498e-14
42.700,1.516822e-01,5.891761e-07,3.329439e-14
42.750,1.519009e-01,5.687244e-07,4.364498e-14
42.800,1.521054e-01,5.118651e-07,7.090153e-14
42.850,1.522914e-01,4.299589e-07,1.057485e-13
42.900,1.524560e-01,3.370822e-07,1.388704e-13
42.950,1.525982e-01,2.458411e-07,1.626767e-13
43.000,1.527182e-01,1.650338e-07,1.775126e-13
43.050,1.528179e-01,9.938275e-08,1.838954e-13
43.100,1.528995e-01,5.052999e-08,1.852755e-13
43.150,1.529661e-01,1.838308e-08,1.833779e-13
43.200,1.530208e-01,2.254731e-09,1.819978e-13
43.250,1.530669e-01,1.609689e-09,1.826879e-13
43.300,1.531078e-01,1.642379e-08,1.838954e-13
43.350,1.531468e-01,4.719799e-08,1.840680e-13
43.400,1.531873e-01,9.462964e-08,1.840680e-13
43.450,1.532326e-01,1.588998e-07,1.788927e-13
43.500,1.532860e-01,2.385631e-07,1.652644e-13
43.550,1.533509e-01,3.292044e-07,1.402505e-13
43.600,1.534303e-01,4.223818e-07,1.079911e-13
43.650,1.535271e-01,5.057510e-07,7.348917e-14
43.700,1.536437e-01,5.652167e-07,4.485255e-14
43.750,1.537818e-01,5.890117e-07,3.294937e-14
43.800,1.539418e-01,5.720346e-07,4.243741e-14
43.850,1.541228e-01,5.179479e-07,6.883141e-14
43.900,1.543221e-01,4.376593e-07,1.041959e-13
43.950,1.545356e-01,3.451925e-07,1.368003e-13
44.000,1.547573e-01,2.534042e-07,1.611242e-13
44.050,1.549808e-01,1.714578e-07,1.761325e-13
44.100,1.551991e-01,1.043992e-07,1.825154e-13
44.150,1.554060e-01,5.408383e-08,1.835504e-13
44.200,1.555964e-01,2.051903e-08,1.819978e-13
44.250,1.557669e-01,3.033774e-09,1.802727e-13
44.300,1.559156e-01,1.060453e-09,1.806178e-13
44.350,1.560425e-01,1.452556e-08,1.813078e-13
44.400,1.561486e-01,4.389267e-08,1.826879e-13
44.450,1.562359e-01,8.986453e-08,1.819978e-13
44.500,1.563071e-01,1.527053e-07,1.764775e-13
44.550,1.563653e-01,2.311621e-07,1.633668e-13
44.600,1.564136e-01,3.211275e-07,1.416305e-13
44.650,1.564554e-01,4.145261e-07,1.105788e-13
44.700,1.564942e-01,4.992979e-07,7.538678e-14
44.750,1.565332e-01,5.613585e-07,4.640514e-14
44.800,1.565761e-01,5.885548e-07,3.398443e-14
44.850,1.566263e-01,5.750796e-07,4.053980e-14
44.900,1.566875e-01,5.238465e-07,6.572623e-14
44.950,1.567631e-01,4.452788e-07,1.005732e-13
45.000,1.568567e-01,3.533152e-07,1.340401e-13
45.050,1.569713e-01,2.610451e-07,1.588815e-13
45.100,1.571091e-01,1.779941e-07,1.747524e-13
45.150,1.572715e-01,1.095397e-07,1.818253e-13
45.200,1.574580e-01,5.776023e-08,1.844130e-13
45.250,1.576664e-01,2.277180e-08,1.844130e-13
45.300,1.578922e-01,3.925166e-09,1.833779e-13
45.350,1.581293e-01,6.230712e-10,1.830329e-13
45.400,1.583701e-01,1.274288e-08,1.837229e-13
45.450,1.586065e-01,4.070852e-08,1.851030e-13
45.500,1.588311e-01,8.522311e-08,1.851030e-13
45.550,1.590376e-01,1.466259e-07,1.818253e-13
45.600,1.592220e-01,2.238463e-07,1.702672e-13
45.650,1.593821e-01,3.130758e-07,1.492210e-13
45.700,1.595177e-01,4.066050e-07,1.190318e-13
45.750,1.596301e-01,4.926729e-07,8.383976e-14
45.800,1.597217e-01,5.572364e-07,5.399557e-14
45.850,1.597956e-01,5.877909e-07,3.881470e-14
45.900,1.598552e-01,5.778415e-07,4.433502e-14
45.950,1.599041e-01,5.295435e-07,6.779635e-14
46.000,1.599458e-01,4.528041e-07,1.022983e-13
46.050,1.599841e-01,3.614429e-07,1.371453e-13
46.100,1.600224e-01,2.687618e-07,1.642293e-13
46.150,1.600643e-01,1.846452e-07,1.813078e-13
46.200,1.601134e-01,1.148090e-07,1.899333e-13
46.250,1.601733e-01,6.156531e-08,1.916584e-13
46.300,1.602474e-01,2.514783e-08,1.913134e-13
46.350,1.603391e-01,4.935163e-09,1.906233e-13
46.400,1.604513e-01,3.034420e-10,1.899333e-13
46.450,1.605862e-01,1.108127e-08,1.907958e-13
46.500,1.607451e-01,3.765073e-08,1.916584e-13
46.550,1.609274e-01,8.071028e-08,1.916584e-13
46.600,1.611311e-01,1.406661e-07,1.878632e-13
46.650,1.613518e-01,2.166195e-07,1.775126e-13
46.700,1.615837e-01,3.050515e-07,1.568114e-13
46.750,1.618194e-01,3.986173e-07,1.267947e-13
46.800,1.620511e-01,4.858689e-07,9.263776e-14
46.850,1.622715e-01,5.528350e-07,6.055094e-14
46.900,1.624748e-01,5.866958e-07,4.347247e-14
46.950,1.626567e-01,5.802903e-07,4.675016e-14
47.000,1.628151e-01,5.350078e-07,7.090153e-14
47.050,1.629498e-01,4.602079e-07,1.050585e-13
47.100,1.630618e-01,3.695557e-07,1.404230e-13
47.150,1.631534e-01,2.765422e-07,1.687146e-13
47.200,1.632276e-01,1.914050e-07,1.871731e-13
47.250,1.632875e-01,1.202049e-07,1.961436e-13
47.300,1.633367e-01,6.549828e-08,1.980412e-13
47.350,1.633785e-01,2.764608e-08,1.978687e-13
47.400,1.634165e-01,6.061490e-09,1.971787e-13
47.450,1.634539e-01,9.772352e-11,1.961436e-13
47.500,1.634941e-01,9.535690e-09,1.973512e-13
47.550,1.635403e-01,3.471423e-08,1.990763e-13
47.600,1.635959e-01,7.632302e-08,1.989038e-13
47.650,1.636640e-01,1.348278e-07,1.961436e-13
47.700,1.637476e-01,2.094923e-07,1.849305e-13
47.750,1.638495e-01,2.970774e-07,1.654369e-13
47.800,1.639717e-01,3.905999e-07,1.359377e-13
47.850,1.641155e-01,4.789350e-07,1.021258e-13
47.900,1.642809e-01,5.482099e-07,7.021149e-14
47.950,1.644664e-01,5.853235e-07,5.175294e-14
48.000,1.646688e-01,5.824708e-07,5.399557e-14
48.050,1.648834e-01,5.402711e-07,7.607682e-14
48.100,1.651040e-01,4.675088e-07,1.083362e-13
48.150,1.653240e-01,3.776610e-07,1.424931e-13
48.200,1.655367e-01,2.843860e-07,1.714747e-13
48.250,1.657361e-01,1.982688e-07,1.914859e-13
48.300,1.659180e-01,1.257206e-07,2.018365e-13
48.350,1.660794e-01,6.955196e-08,2.049416e-13
48.400,1.662191e-01,3.026014e-08,2.047691e-13
48.450,1.663376e-01,7.299179e-09,2.035616e-13
48.500,1.664362e-01,2.660964e-12,2.030440e-13
48.550,1.665172e-01,8.104570e-09,2.033891e-13
48.600,1.665833e-01,3.189886e-08,2.047691e-13
48.650,1.666374e-01,7.206205e-08,2.049416e-13
48.700,1.666827e-01,1.291122e-07,2.009739e-13
48.750,1.667222e-01,2.024651e-07,1.916584e-13
48.800,1.667590e-01,2.891521e-07,1.728548e-13
48.850,1.667961e-01,3.825475e-07,1.454258e-13
48.900,1.668365e-01,4.718602e-07,1.104063e-13
48.950,1.668832e-01,5.433426e-07,7.780192e-14
49.000,1.669390e-01,5.836480e-07,5.779078e-14
49.050,1.670067e-01,5.843522e-07,5.917086e-14
49.100,1.670889e-01,5.453024e-07,7.780192e-14
49.150,1.671878e-01,4.746808e-07,1.091987e-13
49.200,1.673052e-01,3.857415e-07,1.443907e-13
49.250,1.674418e-01,2.922849e-07,1.744074e-13
49.300,1.675977e-01,2.052356e-07,1.933835e-13
49.350,1.677711e-01,1.313603e-07,2.039066e-13
49.400,1.679594e-01,7.373353e-08,2.071843e-13
49.450,1.681583e-01,3.299854e-08,2.068392e-13
49.500,1.683626e-01,8.657006e-09,2.058042e-13
49.550,1.685665e-01,2.664121e-11,2.058042e-13
49.600,1.687642e-01,6.795486e-09,2.064942e-13
49.650,1.689507e-01,2.921104e-08,2.075293e-13
49.700,1.691219e-01,6.793233e-08,2.089094e-13
49.750,1.692752e-01,1.235222e-07,2.059767e-13
49.800,1.694092e-01,1.955385e-07,1.976962e-13
49.850,1.695241e-01,2.812724e-07,1.788927e-13
49.900,1.696207e-01,3.744522e-07,1.523262e-13
49.950,1.697008e-01,4.646296e-07,1.181692e-13
50.000,1.697668e-01,5.382099e-07,8.608239e-14
50.050,1.698211e-01,5.816380e-07,6.469117e-14
50.100,1.698666e-01,5.858981e-07,6.244855e-14
50.150,1.699062e-01,5.500661e-07,8.211466e-14
50.200,1.699427e-01,4.816945e-07,1.129939e-13
50.250,1.699790e-01,3.937769e-07,1.487034e-13
50.300,1.700180e-01,3.002283e-07,1.782026e-13
50.350,1.700629e-01,2.123024e-07,1.978687e-13
50.400,1.701166e-01,1.371253e-07,2.089094e-13
50.450,1.701820e-01,7.804573e-08,2.130496e-13
50.500,1.702620e-01,3.586313e-08,2.133946e-13
50.550,1.703593e-01,1.013452e-08,2.106345e-13
50.600,1.704760e-01,1.662853e-10,2.099444e-13
50.650,1.706133e-01,5.602300e-09,2.109795e-13
50.700,1.707717e-01,2.664289e-08,2.120145e-13
50.750,1.709497e-01,6.392621e-08,2.130496e-13
50.800,1.711449e-01,1.180535e-07,2.106345e-13
50.850,1.713527e-01,1.887154e-07,2.026990e-13
50.900,1.715675e-01,2.734535e-07,1.857931e-13
50.950,1.717830e-01,3.663442e-07,1.581915e-13
51.000,1.719926e-01,4.572891e-07,1.242071e-13
51.050,1.721905e-01,5.328695e-07,9.056764e-14
51.100,1.723721e-01,5.793549e-07,6.865890e-14
51.150,1.725343e-01,5.871654e-07,6.469117e-14
51.200,1.726755e-01,5.546076e-07,8.194215e-14
51.250,1.727959e-01,4.885815e-07,1.129939e-13
51.300,1.728965e-01,4.017860e-07,1.481859e-13
51.350,1.729792e-01,3.082244e-07,1.794102e-13
51.400,1.730467e-01,2.194700e-07,2.006289e-13
51.450,1.731018e-01,1.430117e-07,2.125321e-13
51.500,1.731474e-01,8.248213e-08,2.170173e-13
51.550,1.731867e-01,3.884668e-08,2.171898e-13
51.600,1.732227e-01,1.172485e-08,2.161548e-13
51.650,1.732585e-01,4.157995e-10,2.154647e-13
51.700,1.732972e-01,4.520680e-09,2.156372e-13
51.750,1.733419e-01,2.419169e-08,2.173623e-13
51.800,1.733958e-01,6.004259e-08,2.182249e-13
51.850,1.734622e-01,1.127066e-07,2.170173e-13
51.900,1.735439e-01,1.819978e-07,2.082193e-13
51.950,1.736437e-01,2.656980e-07,1.909683e-13
52.000,1.737640e-01,3.582260e-07,1.640568e-13
52.050,1.739061e-01,4.498388e-07,1.309349e-13
52.100,1.740702e-01,5.273161e-07,9.746804e-14
52.150,1.742550e-01,5.767867e-07,7.297164e-14
52.200,1.744573e-01,5.881350e-07,6.814137e-14
52.250,1.746724e-01,5.589044e-07,8.435729e-14
52.300,1.748940e-01,4.953199e-07,1.138565e-13
52.350,1.751153e-01,4.097514e-07,1.485309e-13
52.400,1.753293e-01,3.162621e-07,1.809628e-13
52.450,1.755299e-01,2.267333e-07,2.033891e-13
52.500,1.757126e-01,1.490192e-07,2.158098e-13
52.550,1.758745e-01,8.704573e-08,2.216751e-13
52.600,1.760142e-01,4.195428e-08,2.225376e-13
52.650,1.761323e-01,1.343436e-08,2.227101e-13
52.700,1.762301e-01,7.823397e-10,2.215026e-13
52.750,1.763100e-01,3.558308e-09,2.211576e-13
52.800,1.763747e-01,2.186544e-08,2.220201e-13
52.850,1.764273e-01,5.628957e-08,2.235727e-13
52.900,1.764710e-01,1.074892e-07,2.215026e-13
52.950,1.765088e-01,1.753924e-07,2.144297e-13
53.000,1.765440e-01,2.580102e-07,2.001114e-13
53.050,1.765795e-01,3.500973e-07,1.740624e-13
53.100,1.766186e-01,4.422713e-07,1.412855e-13
53.150,1.766643e-01,5.215325e-07,1.067836e-13
53.200,1.767196e-01,5.739049e-07,8.280470e-14
53.250,1.767877e-01,5.887696e-07,7.435172e-14
53.300,1.768714e-01,5.629153e-07,8.711745e-14
53.350,1.769734e-01,5.018717e-07,1.179967e-13
53.400,1.770955e-01,4.176431e-07,1.521536e-13
53.450,1.772389e-01,3.243218e-07,1.833779e-13
53.500,1.774035e-01,2.340820e-07,2.068392e-13
53.550,1.775878e-01,1.551441e-07,2.209851e-13
53.600,1.777883e-01,9.173650e-08,2.261603e-13
53.650,1.780003e-01,4.518702e-08,2.271954e-13
53.700,1.782176e-01,1.526346e-08,2.254703e-13
53.750,1.784335e-01,1.264643e-09,2.251253e-13
53.800,1.786415e-01,2.711948e-09,2.244352e-13
53.850,1.788360e-01,1.965939e-08,2.254703e-13
53.900,1.790128e-01,5.266212e-08,2.271954e-13
53.950,1.791691e-01,1.023983e-07,2.258153e-13
54.000,1.793042e-01,1.689011e-07,2.182249e-13
54.050,1.794183e-01,2.504008e-07,2.040791e-13
54.100,1.795131e-01,3.419806e-07,1.794102e-13
54.150,1.795907e-01,4.346213e-07,1.474959e-13
54.200,1.796539e-01,5.155632e-07,1.128214e-13
54.250,1.797056e-01,5.707578e-07,8.521984e-14
54.300,1.797486e-01,5.891142e-07,7.573180e-14
54.350,1.797860e-01,5.666766e-07,8.815251e-14
54.400,1.798207e-01,5.082622e-07,1.159266e-13
54.450,1.798554e-01,4.254766e-07,1.511186e-13
54.500,1.798931e-01,3.324109e-07,1.837229e-13
54.550,1.799363e-01,2.415179e-07,2.066667e-13
54.600,1.799878e-01,1.613849e-07,2.202950e-13
54.650,1.800503e-01,9.655107e-08,2.270229e-13
54.700,1.801260e-01,4.854075e-08,2.268504e-13
54.750,1.802173e-01,1.720800e-08,2.277129e-13
54.800,1.803256e-01,1.858944e-09,2.263329e-13
54.850,1.804521e-01,1.978364e-09,2.258153e-13
54.900,1.805968e-01,1.757075e-08,2.275404e-13
54.950,1.807585e-01,4.915769e-08,2.299556e-13
55.000,1.809350e-01,9.743123e-08,2.282305e-13
55.050,1.811227e-01,1.625209e-07,2.213301e-13
55.100,1.813169e-01,2.428660e-07,2.071843e-13
55.150,1.815123e-01,3.338705e-07,1.837229e-13
55.200,1.817035e-01,4.268810e-07,1.506011e-13
55.250,1.818856e-01,5.093961e-07,1.160991e-13
55.300,1.820545e-01,5.673282e-07,8.849753e-14
55.350,1.822072e-01,5.891468e-07,7.676686e-14
55.400,1.823422e-01,5.701648e-07,8.642741e-14
55.450,1.824590e-01,5.144706e-07,1.131664e-13
55.500,1.825581e-01,4.332369e-07,1.490485e-13
55.550,1.826411e-01,3.405219e-07,1.813078e-13
55.600,1.827098e-01,2.490401e-07,2.056317e-13
55.650,1.827664e-01,1.677452e-07,2.202950e-13
55.700,1.828135e-01,1.014957e-07,2.275404e-13
55.750,1.828536e-01,5.202271e-08,2.290930e-13
55.800,1.828893e-01,1.927517e-08,2.285755e-13
55.850,1.829232e-01,2.571876e-09,2.266779e-13
55.900,1.829578e-01,1.363434e-09,2.259878e-13
55.950,1.829957e-01,1.560464e-08,2.265054e-13
56.000,1.830395e-01,4.578076e-08,2.280580e-13
56.050,1.830919e-01,9.259197e-08,2.282305e-13
56.100,1.831551e-01,1.562555e-07,2.223651e-13
56.150,1.832317e-01,2.354089e-07,2.094269e-13
56.200,1.833237e-01,3.257688e-07,1.871731e-13
56.250,1.834326e-01,4.190490e-07,1.568114e-13
56.300,1.835595e-01,5.030246e-07,1.223094e-13
56.350,1.837042e-01,5.636018e-07,9.281027e-14
56.400,1.838658e-01,5.888456e-07,8.056208e-14
56.450,1.840418e-01,5.733532e-07,9.022262e-14
56.500,1.842286e-01,5.204700e-07,1.164441e-13
56.550,1.844216e-01,4.409016e-07,1.518086e-13
56.600,1.846155e-01,3.486389e-07,1.861381e-13
56.650,1.848052e-01,2.566395e-07,2.113245e-13
56.700,1.849855e-01,1.742208e-07,2.284030e-13
56.750,1.851527e-01,1.065686e-07,2.351309e-13
56.800,1.853037e-01,5.563186e-08,2.372010e-13
56.850,1.854371e-01,2.146313e-08,2.366834e-13
56.900,1.855524e-01,3.400036e-09,2.356484e-13
56.950,1.856502e-01,8.620962e-10,2.354759e-13
57.000,1.857320e-01,1.375494e-08,2.358209e-13
57.050,1.857997e-01,4.252558e-08,2.365109e-13
57.100,1.858554e-01,8.787754e-08,2.368560e-13
57.150,1.859017e-01,1.501079e-07,2.320257e-13
57.200,1.859411e-01,2.280424e-07,2.192600e-13
57.250,1.859762e-01,3.177018e-07,1.971787e-13
57.300,1.860095e-01,4.111664e-07,1.668170e-13
57.350,1.860438e-01,4.965016e-07,1.319700e-13
57.400,1.860817e-01,5.596371e-07,1.016083e-13
57.450,1.861258e-01,5.882661e-07,8.798000e-14
57.500,1.861788e-01,5.762868e-07,9.643298e-14
57.550,1.862435e-01,5.262915e-07,1.198943e-13
57.600,1.863222e-01,4.484881e-07,1.557763e-13
57.650,1.864174e-01,3.567685e-07,1.895883e-13
57.700,1.865306e-01,2.643151e-07,2.164998e-13
57.750,1.866630e-01,1.808063e-07,2.330607e-13
57.800,1.868144e-01,1.117628e-07,2.415137e-13
57.850,1.869837e-01,5.936084e-08,2.434113e-13
57.900,1.871682e-01,2.376556e-08,2.425488e-13
57.950,1.873637e-01,4.338800e-09,2.420312e-13
58.000,1.875651e-01,4.716972e-10,2.416862e-13
58.050,1.877666e-01,1.202092e-08,2.428938e-13
58.100,1.879624e-01,3.939297e-08,2.437563e-13
58.150,1.881472e-01,8.328972e-08,2.430663e-13
58.200,1.883171e-01,1.440799e-07,2.385811e-13
58.250,1.884691e-01,2.207675e-07,2.275404e-13
58.300,1.886020e-01,3.096679e-07,2.056317e-13
58.350,1.887157e-01,4.032266e-07,1.754425e-13
58.400,1.888112e-01,4.898136e-07,1.399054e-13
58.450,1.888901e-01,5.554118e-07,1.098887e-13
58.500,1.889548e-01,5.873777e-07,9.384533e-14
58.550,1.890076e-01,5.789306e-07,9.902062e-14
58.600,1.890514e-01,5.319014e-07,1.229995e-13
58.650,1.890888e-01,4.559692e-07,1.578465e-13
58.700,1.891225e-01,3.648930e-07,1.923484e-13
58.750,1.891554e-01,2.720585e-07,2.201225e-13
58.800,1.891902e-01,1.875011e-07,2.372010e-13
58.850,1.892297e-01,1.170825e-07,2.459990e-13
58.900,1.892767e-01,6.321700e-08,2.480691e-13
58.950,1.893342e-01,2.619109e-08,2.482416e-13
59.000,1.894049e-01,5.397058e-09,2.475516e-13
59.050,1.894914e-01,2.007226e-10,2.472065e-13
59.100,1.895961e-01,1.041024e-08,2.475516e-13
59.150,1.897205e-01,3.638946e-08,2.484141e-13
59.200,1.898656e-01,7.883358e-08,2.492767e-13
59.250,1.900308e-01,1.381749e-07,2.458265e-13
59.300,1.902140e-01,2.135847e-07,2.354759e-13
59.350,1.904118e-01,3.016639e-07,2.147747e-13
59.400,1.906190e-01,3.952215e-07,1.852755e-13
59.450,1.908297e-01,4.829452e-07,1.512911e-13
59.500,1.910375e-01,5.509020e-07,1.209294e-13
59.550,1.912362e-01,5.861490e-07,1.040234e-13
59.600,1.914208e-01,5.812491e-07,1.064385e-13
59.650,1.915875e-01,5.372655e-07,1.281748e-13
59.700,1.917343e-01,4.633174e-07,1.611242e-13
59.750,1.918605e-01,3.729943e-07,1.951086e-13
59.800,1.919668e-01,2.798608e-07,2.230552e-13
59.850,1.920549e-01,1.943030e-07,2.415137e-13
59.900,1.921269e-01,1.225294e-07,2.503117e-13
59.950,1.921855e-01,6.720282e-08,2.523818e-13
60.000,1.922334e-01,2.874101e-08,2.527269e-13
60.050,1.922734e-01,6.573619e-09,2.511743e-13
60.100,1.923083e-01,4.504731e-11,2.504842e-13
60.150,1.923408e-01,8.916136e-09,2.506567e-13
60.200,1.923736e-01,3.350679e-08,2.513468e-13
60.250,1.924093e-01,7.450151e-08,2.518643e-13
60.300,1.924506e-01,1.323890e-07,2.485866e-13
60.350,1.925001e-01,2.064986e-07,2.382360e-13
60.400,1.925601e-01,2.937070e-07,2.189149e-13
60.450,1.926332e-01,3.871833e-07,1.911409e-13
60.500,1.927214e-01,4.759436e-07,1.566389e-13
60.550,1.928264e-01,5.461653e-07,1.247246e-13
60.600,1.929492e-01,5.846395e-07,1.057485e-13
60.650,1.930900e-01,5.832959e-07,1.074736e-13
60.700,1.932478e-01,5.424259e-07,1.288648e-13
60.750,1.934205e-01,4.705617e-07,1.621592e-13
60.800,1.936045e-01,3.810891e-07,1.970062e-13
60.850,1.937954e-01,2.877295e-07,2.256428e-13
60.900,1.939879e-01,2.012125e-07,2.435838e-13
60.950,1.941767e-01,1.280998e-07,2.530719e-13
61.000,1.943568e-01,7.131250e-08,2.572121e-13
61.050,1.945241e-01,3.140888e-08,2.568671e-13
61.100,1.946757e-01,7.862440e-09,2.561770e-13
61.150,1.948098e-01,3.553702e-13,2.547970e-13
61.200,1.949260e-01,7.534901e-09,2.551420e-13
61.250,1.950248e-01,3.074266e-08,2.558320e-13
61.300,1.951074e-01,7.029257e-08,2.561770e-13
61.350,1.951758e-01,1.267226e-07,2.534169e-13
61.400,1.952322e-01,1.995102e-07,2.441014e-13
61.450,1.952788e-01,2.857983e-07,2.244352e-13
61.500,1.953182e-01,3.791123e-07,1.961436e-13
61.550,1.953527e-01,4.688056e-07,1.619867e-13
61.600,1.953848e-01,5.411926e-07,1.288648e-13
61.650,1.954169e-01,5.828333e-07,1.085087e-13
61.700,1.954513e-01,5.850490e-07,1.078186e-13
61.750,1.954905e-01,5.473586e-07,1.271397e-13
61.800,1.955366e-01,4.776802e-07,1.600891e-13
61.850,1.955920e-01,3.891614e-07,1.954536e-13
61.900,1.956588e-01,2.956549e-07,2.247803e-13
61.950,1.957389e-01,2.082264e-07,2.444464e-13
62.000,1.958339e-01,1.337948e-07,2.547970e-13
62.050,1.959449e-01,7.554991e-08,2.579021e-13
62.100,1.960722e-01,3.420020e-08,2.579021e-13
62.150,1.962153e-01,9.269919e-09,2.572121e-13
62.200,1.963727e-01,7.140319e-11,2.572121e-13
62.250,1.965416e-01,6.273742e-09,2.572121e-13
62.300,1.967185e-01,2.810451e-08,2.587647e-13
62.350,1.968991e-01,6.621431e-08,2.597998e-13
62.400,1.970785e-01,1.211832e-07,2.579021e-13
62.450,1.972523e-01,1.926264e-07,2.497942e-13
62.500,1.974164e-01,2.779430e-07,2.320257e-13
62.550,1.975676e-01,3.710098e-07,2.044241e-13
62.600,1.977037e-01,4.615262e-07,1.702672e-13
62.650,1.978237e-01,5.359695e-07,1.354202e-13
62.700,1.979275e-01,5.807054e-07,1.147190e-13
62.750,1.980158e-01,5.864752e-07,1.119589e-13
62.800,1.980898e-01,5.520272e-07,1.298999e-13
62.850,1.981514e-01,4.846396e-07,1.609516e-13
62.900,1.982025e-01,3.971853e-07,1.978687e-13
62.950,1.982453e-01,3.036202e-07,2.275404e-13
63.000,1.982820e-01,2.153354e-07,2.492767e-13
63.050,1.983150e-01,1.396107e-07,2.610073e-13
63.100,1.983463e-01,7.991423e-08,2.648025e-13
63.150,1.983784e-01,3.711486e-08,2.648025e-13
63.200,1.984134e-01,1.079516e-08,2.639400e-13
63.250,1.984537e-01,2.578933e-10,2.632500e-13
